('the', 714.00000000001057)
('', 480.00000000013961)
('and', 449.99999999998687)
('of', 421.99999999999943)
('that', 395.99999999998795)
('i', 366.00000000001745)
('we', 333.00000000000313)
('in', 272.00000000000995)
('you', 256.00000000000944)
('college', 168.00000000000003)
('street', 132.0)
('for', 129.39130434782683)
('with', 127.9999999999966)
('mails', 120.00000000000001)
('isis', 115.2000000000001)
('people', 106.10526315789654)
('they', 97.263157894737489)
('was', 97.200000000000045)
('mess', 96.000000000000014)
('free', 90.000000000000028)
('iraq', 80.000000000000057)
('bill', 80.0)
('want', 76.800000000000054)
('war', 75.999999999999986)
('would', 74.666666666667837)
('tired', 72.000000000000028)
('evil', 72.000000000000028)
('raised', 72.000000000000028)
('eliminates', 72.000000000000028)
('debt', 71.999999999999986)
('has', 70.5)
('re', 65.142857142858048)
('companies', 60.000000000000036)
('vote', 60.000000000000007)
('candidate', 59.999999999999979)
('new', 58.000000000000171)
('right', 57.599999999999824)
('just', 56.842105263157428)
('if', 56.842105263157293)
('country', 56.000000000000803)
('too', 56.000000000000021)
('president', 54.399999999999849)
('glass', 53.999999999999986)
('fight', 53.999999999999986)
('believe', 52.799999999999741)
('john', 52.499999999999815)
('say', 51.600000000000087)
('them', 49.714285714285893)
('had', 48.000000000000099)
('hillary', 48.000000000000021)
('bank', 48.000000000000014)
('disagreement', 48.000000000000014)
('50', 48.000000000000014)
('critique', 48.000000000000014)
('credit', 48.000000000000007)
('reign', 48.000000000000007)
('principles', 48.000000000000007)
('wanted', 48.000000000000007)
('things', 48.000000000000007)
('left', 48.000000000000007)
('leading', 48.000000000000007)
('limited', 48.0)
('destroyed', 48.0)
('colleges', 48.0)
('votes', 48.0)
('rise', 48.0)
('sellers', 48.0)
('net', 48.0)
('china', 48.0)
('moral', 48.0)
('schools', 48.0)
('eisenhower', 48.0)
('grows', 48.0)
('medicaid', 48.0)
('grade', 48.0)
('showed', 48.0)
('solely', 48.0)
('weak', 48.0)
('represented', 48.0)
('250', 48.0)
('experience', 48.0)
('seattle', 48.0)
('emergency', 48.0)
('failing', 48.0)
('hearts', 48.0)
('investments', 48.0)
('unemployment', 48.0)
('arab', 48.0)
('enemies', 48.0)
('vision', 48.0)
('underestimated', 48.0)
('offer', 48.0)
('differences', 48.0)
('bets', 48.0)
('jordan', 48.0)
('barbarism', 48.0)
('sometimes', 48.0)
('america', 47.999999999999886)
('were', 46.736842105263605)
('me', 46.736842105263101)
('campaign', 45.333333333333321)
('better', 44.571428571428569)
('went', 44.000000000000036)
('top', 43.200000000000024)
('matter', 43.20000000000001)
('also', 42.857142857142996)
('kevin', 42.000000000000014)
('security', 42.000000000000007)
('nations', 42.0)
('here', 41.684210526315844)
('after', 41.599999999999888)
('11', 41.14285714285711)
('got', 40.500000000000234)
('met', 40.000000000000014)
('attacks', 40.000000000000014)
('12', 40.000000000000007)
('15', 39.999999999999986)
('must', 39.999999999999929)
('any', 39.428571428571487)
('make', 39.42857142857131)
('over', 39.272727272727352)
('way', 38.769230769230674)
('yes', 38.40000000000007)
('than', 38.400000000000027)
('saw', 38.40000000000002)
('kids', 38.400000000000013)
('work', 38.399999999999928)
('take', 37.714285714285808)
('military', 37.714285714285701)
('then', 37.090909090909101)
('paris', 36.000000000000007)
('leaders', 36.000000000000007)
('budget', 36.000000000000007)
('ever', 36.000000000000007)
('disposable', 36.000000000000007)
('brought', 36.000000000000007)
('army', 36.000000000000007)
('word', 36.000000000000007)
('provide', 36.000000000000007)
('tomorrow', 36.000000000000007)
('hearing', 36.000000000000007)
('wasn', 36.000000000000007)
('listen', 36.000000000000007)
('men', 36.000000000000007)
('56', 36.000000000000007)
('old', 36.000000000000007)
('bottom', 36.000000000000007)
('alan', 36.000000000000007)
('russia', 36.000000000000007)
('knew', 36.000000000000007)
('break', 36.0)
('conflict', 36.0)
('year', 35.999999999999972)
('end', 34.666666666666615)
('tell', 34.285714285714263)
('down', 34.285714285714256)
('difference', 33.600000000000023)
('another', 33.600000000000023)
('legislation', 33.600000000000023)
('deal', 33.600000000000016)
('rights', 32.0)
('thing', 32.0)
('law', 32.0)
('capitalism', 32.0)
('safe', 32.0)
('side', 32.0)
('yet', 32.0)
('background', 32.0)
('cooney', 32.0)
('support', 31.99999999999995)
('against', 31.999999999999947)
('sorry', 30.857142857142843)
('before', 30.000000000000025)
('give', 30.000000000000007)
('far', 30.000000000000007)
('human', 30.000000000000007)
('super', 30.0)
('every', 28.800000000000015)
('hold', 28.800000000000015)
('already', 28.800000000000015)
('sure', 28.800000000000015)
('democratic', 28.000000000000014)
('each', 28.000000000000014)
('o', 27.428571428571495)
('never', 27.428571428571402)
('everything', 24.000000000000028)
('even', 24.000000000000014)
('citizens', 24.000000000000014)
('possible', 24.000000000000011)
('under', 24.000000000000007)
('effective', 24.000000000000007)
('com', 24.000000000000007)
('hear', 24.000000000000007)
('suicidal', 24.000000000000004)
('yellow', 24.000000000000004)
('hanging', 24.000000000000004)
('integrity', 24.000000000000004)
('electricians', 24.000000000000004)
('crises', 24.000000000000004)
('seriously', 24.000000000000004)
('assets', 24.000000000000004)
('voted', 24.000000000000004)
('updated', 24.000000000000004)
('legislators', 24.000000000000004)
('dollar', 24.000000000000004)
('reforms', 24.000000000000004)
('bringing', 24.000000000000004)
('prize', 24.000000000000004)
('crops', 24.000000000000004)
('supports', 24.000000000000004)
('herbert', 24.000000000000004)
('shows', 24.000000000000004)
('jeff', 24.000000000000004)
('force', 24.000000000000004)
('disciplines', 24.000000000000004)
('miller', 24.000000000000004)
('direct', 24.000000000000004)
('abided', 24.000000000000004)
('ruthless', 24.000000000000004)
('saved', 24.000000000000004)
('liberty', 24.000000000000004)
('lights', 24.000000000000004)
('deficits', 24.000000000000004)
('above', 24.000000000000004)
('increasing', 24.000000000000004)
('active', 24.000000000000004)
('path', 24.000000000000004)
('100', 24.000000000000004)
('study', 24.000000000000004)
('changed', 24.000000000000004)
('approaches', 24.000000000000004)
('secure', 24.000000000000004)
('reagan', 24.000000000000004)
('total', 24.000000000000004)
('disproportionately', 24.000000000000004)
('devastation', 24.000000000000004)
('charge', 24.000000000000004)
('hospital', 24.000000000000004)
('prescript', 24.000000000000004)
('negative', 24.000000000000004)
('inevitable', 24.000000000000004)
('call', 24.000000000000004)
('therefore', 24.000000000000004)
('strike', 24.000000000000004)
('administering', 24.000000000000004)
('barbarous', 24.000000000000004)
('successful', 24.000000000000004)
('brings', 24.000000000000004)
('naive', 24.000000000000004)
('wars', 24.000000000000004)
('connecticut', 24.000000000000004)
('arms', 24.000000000000004)
('zeroed', 24.000000000000004)
('90', 24.000000000000004)
('midst', 24.000000000000004)
('mr', 24.000000000000004)
('akin', 24.000000000000004)
('root', 24.000000000000004)
('example', 24.000000000000004)
('anticipating', 24.000000000000004)
('times', 24.000000000000004)
('guarantee', 24.000000000000004)
('returning', 24.000000000000004)
('machine', 24.000000000000004)
('globalization', 24.000000000000004)
('interview', 24.000000000000004)
('widespread', 24.000000000000004)
('beach', 24.000000000000004)
('undesirable', 24.000000000000004)
('badly', 24.000000000000004)
('vicious', 24.000000000000004)
('demanding', 24.000000000000004)
('wrong', 24.000000000000004)
('lay', 24.000000000000004)
('sentencing', 24.000000000000004)
('debated', 24.000000000000004)
('las', 24.000000000000004)
('scourge', 24.000000000000004)
('appreciate', 24.000000000000004)
('complexity', 24.000000000000004)
('trillions', 24.000000000000004)
('green', 24.000000000000004)
('suggest', 24.000000000000004)
('vfw', 24.000000000000004)
('fan', 24.000000000000004)
('order', 24.000000000000004)
('greed', 24.000000000000004)
('feedback', 24.000000000000004)
('office', 24.000000000000004)
('govern', 24.000000000000004)
('scrap', 24.000000000000004)
('japan', 24.000000000000004)
('personal', 24.000000000000004)
('hezbollah', 24.000000000000004)
('differently', 24.000000000000004)
('jihadis', 24.000000000000004)
('unemployed', 24.000000000000004)
('effects', 24.000000000000004)
('yourself', 24.000000000000004)
('shadows', 24.000000000000004)
('rhetoric', 24.000000000000004)
('reasonably', 24.000000000000004)
('classified', 24.000000000000004)
('backgrounds', 24.000000000000004)
('skills', 24.000000000000004)
('filling', 24.000000000000004)
('affiliate', 24.000000000000004)
('bond', 24.000000000000004)
('financial', 24.000000000000004)
('hosted', 24.000000000000004)
('substantially', 24.000000000000004)
('truman', 24.000000000000004)
('sounds', 24.000000000000004)
('network', 24.000000000000004)
('god', 24.000000000000004)
('crucial', 24.000000000000004)
('adapt', 24.000000000000004)
('foundation', 24.000000000000004)
('given', 24.000000000000004)
('yesterday', 24.000000000000004)
('vets', 24.000000000000004)
('enormous', 24.000000000000004)
('days', 24.000000000000004)
('local', 24.000000000000004)
('levels', 24.000000000000004)
('isn', 24.000000000000004)
('repealed', 24.000000000000004)
('loud', 24.000000000000004)
('economists', 24.000000000000004)
('primary', 24.000000000000004)
('hook', 24.000000000000004)
('disappearing', 24.000000000000004)
('service', 24.000000000000004)
('engagement', 24.000000000000004)
('needed', 24.000000000000004)
('compromise', 24.000000000000004)
('percentage', 24.000000000000004)
('urban', 24.000000000000004)
('murder', 24.000000000000004)
('serve', 24.000000000000004)
('western', 24.000000000000004)
('zero', 24.000000000000004)
('historical', 24.000000000000004)
('unintended', 24.000000000000004)
('sees', 24.000000000000004)
('georgetown', 24.000000000000004)
('ran', 24.000000000000004)
('modern', 24.000000000000004)
('mind', 24.000000000000004)
('terms', 24.000000000000004)
('nature', 24.000000000000004)
('deposed', 24.000000000000004)
('however', 24.000000000000004)
('tricare', 24.000000000000004)
('extent', 24.000000000000004)
('news', 24.000000000000004)
